hkrate	review
1	즐겁게 봤어요. 외전이 있음 좋겠어요.
1	단권인 게 아쉬울 정도로 설정이나 스토리가 맘에 드네요 초반에는 그저 그런 꾸금로설인 줄 알았는데 뒤로 갈수록 점점 재밌어져요
1	하 진짜 여주가 백치미 설정만 아니었어도 5점이었음... 아쉽네요. 너무 유치원애기 같아서... 차라리 순진한 여주로 설정하시지. 후반 남주 상황은 좋네요 후후
1	곧 세번째 정주행을 준비중입니다 어떻게 보면 볼수록 놓쳤던 부분들이 보이기 시작할뿐더러 몰입도가 깊어지는 것 같아요 사실 외전을 통해 두 사람의 이야기를 좀 더 보고 싶었거든요 사헌영씨가 영아에게 글을 가르쳐 준다든지 함께 사냥을 나간다든지 두 사람의 알콩달콩한 신혼(?)생활을 보고 싶었는데 개인적으로 외전이 없어서 너무 너무 아쉬워요 ㅠㅠㅠㅠㅠ 원작도 다 읽었겠다 웹툰으로 연재되는 작품도 완결까지 달려보겠습니당 좋은 작품 보여주셔서 감사해요!
1	어찌하여 외전이 없는가...!!!
1	완전 대유잼이에요 ㅠㅜ 남주가 절망하고 힘들어하는 거 레알로 취향저격 제대로예요
1	재밋게 읽었어요 리뷰많은 이유가 있다ㅠㅠ
1	초중반은 음... 중간이후가 재밌음.
1	외전주시어요~~~ 이렇게 매듭지으시면 아니되옵니다.
1	리뷰는 좋던데.. 전 그냥 그랬네요 여주가 너무 발전도없고... 남주가 정말 매력있어요 중간부분에서는 가슴이 찡 했네요
1	재밌어요 3번 더 읽었음 원작 보고 웹툰 보면 더 좋아요 ㅎㅎㅎ
1	야점....야점이요..
1	사헌영무너질때 같이 무너졌네요ㅠ 영아 헌영이 원망할때 오열했습니다ㅠ 아놔 책보고 울긴처음...얘들아 이제 행복만하자!
1	ㄹㅇ 절절씬 ㄹㅈㄷ... ㄹㅇ 베스트씬
1	남주 좌절씬 맛집입니다..^^
1	넘 슬퍼요ㅠ 진짜 남자주인공이 좌절하고 고통스러워할때 넘 절절헤서 나까지 아팟음 ㅜㅠ 근데 쫌 짧응거같은 느낌 ㅠ 이 정도 흐름이면 무언가 조금 더 길게 잡고 엔딩을 바꿀수도일었을텐데ㅠㅠ 헌영이 원래 도깨비였던 태자를 몰아내엇다,라고 소문을 만들수도잇는거고ㅠ 지금 엔딩도 사실 잘 짜여지긴힛는데 그냥 여주가 손님이자 죽은자로 궁에 남아야하는게 찜찜...
1	으악  새드엔딩  일까봐  조마조마...  너무  좋아요
1	이렇게 마무리 하지말아요ㅠㅠ 더 적어주세요
1	한눈에 반하는 사랑이 진짜 있다면..이럴것같아요. 강추
1	제가 원래 책보고 잘 안우는데 작가님작품은 보고 엉엉울었어요 사헌영 제인생남주입니다.... 너무잘봤어요 감사해요작가님♡♡
1	엉? 결말이 좀 음 뭐지?
1	다들 왜 안 보세요 ㅠㅠㅠㅠㅠ
1	전 최고였어여 웹툰보다 궁금해서 소설봣는데 와놔.. 눈물흘리면서 엄청 집중해서봣어요 마지막이 아쉬웠어요 뭔가 더여운이 남는듯한내용이였어요 아흐 넘 잼나요!!!
-1	확실히 재미는 있어요. 다만... 결말이 별로예요. 해피엔딩이라고 생각할수도 있지만 3자의 시선으로 객관적이며 미래지향적으로 봤을때 새드엔딩옵니다. 그리고 남주가 능력이 별로 없어요.  결말로는 최악의 최악인데 해피엔딩이라는 듯 끝이 나서 씁쓸해요. 여주가 진정으로 백치여서 죽을 때까지 저렇게 살아가지 않는 이상 사람으로서도, 여자로서도 가장 끔직한 결말이 아닐까 싶어요. 왜냐면 이름모를 망자가 되어 궁에 묶여 살아야할테니 말이예요. 결국 남주가 여주에게 이름과 자신의 정비라는 지위를 주었지만 다시 다 걷어간거자나요.   초반과 중반까지는 두 주인공의 알콩달콩 귀여운 사랑이 좋았고 특히 서로만을 세상 귀하게 여기는게 좋았는데.... 그리 귀히여기던 여주를 황후궁에 두고 가버려 사달이 나게 한 남주도 이해가 않가고, 그로인해 여주는 피하고 싶던.. 혹은 그보다 더 비참할지도 모를 상황으로 결말이 끝맽어졌네요.  해피엔딩이긴하지만 여주가 진실로 백치가 아닌 이상 깨지기 쉬운 유리 위의 행복인듯해요. 어느 누가 사랑하는 이의 이름도 제대로 부르지 못하고 아내도 되지 못하고 궁에 손님으로 숨어지내길 원하겠어요. 거기다 겨우 붙여진 이름은 다시는 쓰지 못 하게 되었구요. 이미 죽은 이로 되어 있으니. 유령이 아닌 살아 있는 사람으로 살기 위해선 남주가 여주를 놓아줘야하는게 자신의 손님으로서 궁에 묶어둘테니 이제 이름 없는 망자로서 궁에 갇혀 남주의 총애에만 매달려 살아가야겠네요....  남주는 태자가 된 이상 반드시 해야할 일들을 할거고 여주는 상처받거나 외로워 지겠죠. 혼자 지내는 밤들이 생길테고, 남들에게 존재를 틀키면 안되니 갇혀지내겠죠.... 업무와 의무로 인해 바쁜 남주가 오기만을 하염없이 기다리고 기다리고... 이게 과연 행복한 미래일지.. 안타까워요.  처음부터 원귀 가득하여 꺼려하던 곳에서 천천히 말라죽을 미래가 보여 새드엔딩이 아닐까 싶어요.
1	너무 예쁜사랑이야기라 울고 웃으며 봤어요. 여운이 많이 남는 작품이네요.  하지만 딱 알맞는 엔딩인거 같아요. 해피엔딩인 듯 하지만 솔직히 평생 숨겨진 여인으로 남는거잖아요. 하나뿐인 정비. 본부인인 마님이 최고라 여기는 영영인데 헌영이 태자로 사는걸 선택하는 순간 정비도 마님도 태자비도 아닌 침궁에 숨겨진 소중한 손님으로 마무리 될 수 밖에 없다는게 전 그냥 맘아프고 슬펐어요. 아.. 왜케 가슴아프지ㅠㅠ  그래도 누구나 두근하게 만드는 최고의 남주였습니다ㅋㅋㅋㅋ
1	ㅇㅁㅇㅁ...다정한데 할 거 다하는 남주입니다.입꼬리가 절로 흐뭇~날씨가 추워지니까 다정남이 좋아요~♡ㅠㅠ이거 사놓은지는 몇달 됐는데 웹툰보다가 원작 생각나서 왔어요ㅋㅋㅋ웹툰도 그림 엄청 이쁘고 존잼입니당^^
1	웹툰 보고 넘어왔는데 마무리까지 깔끔해서 단권인게 아쉽지 않았어요. 눈물샘 자극하는 부분도 있구요. 백치에 가까운 순진 맹목녀와 집착끝판왕 여주한정 다정남이라 좋았습니다. 가볍게 보기에도 좋아요:)
1	촉촉하고 애뜻하니 완전 취저였어요
1	외전이 없다는게 아쉽네요 ㅠㅠㅠ작가님 1권으로 끝내기에는 너무 아쉽네요 하루만에 다 읽어서 너무 아쉬워요
0	여주가 순수를 넘어서 답답한게 방해요소 그외 스토리는 적당히 괜찮아요
1	짧고 굵네요. 저같은 경우는 웹툰을보고 원작이 궁금해져서 구매했는데 원작이 훨씬 절절한 내용이라 보는 내내 쭉 집중하면서 봤어요. 여주성격이 읽는내내 저한텐 좀 힘들었는데 헌영이가 워낙 여주한정 다정한게 제가 환장하는 부분만 쏙 갖춘 남주라서 그런가 끝까지 무리없이 읽을 수 있었습니다ㅎㅎ(사실상 남주가 멱살잡고 완결까지 끌고갔슴니당^^..) 서로가 서로의 구원이라는 스토리도 좋았고 개인적으론 마지막 부분이 조금 아쉬운데 진심으로 짧은 외전 하나만 더 내주셨으면 좋겠어요ㅠㅠ둘이서 밖에나가서 다른 평민들처럼 데이트도 해보고..달달함을 꾹꾹 눌러담은 두사람의 후일담 어케 안될까요 작가님ㅠㅠㅜ..
1	완전 재밌어서 하루만에 다봤네요.. 근데 마지막에 갑자기 끊긴 느낌이여서 ㅠㅠㅠ
1	후반부분 윤도현 - 사랑했나봐 들으면서 읽어보세요..!!
1	ㅜㅡㅜ울었어요. 근데 마지막이 이렇게 끝나나요?ㅜㅜ더 내용이있을거같은데..ㅜㅜ
1	와 마지막에 막울면서 봤네요~ 외전더 보고싶어요
1	ㅎ...취향이네...요.. 역시...작가님에게서 못벗어나요...ㅎㅎ.......짧아서 아쉽지만 궁중물을 굉장히 잘 살려서 표현하셨네요! 수동적인 여주인공을 별로 좋아하지 않지만, 적어도 영영은 꼭 필요할때 자기 말을 할 수 있는 사람이에요. 후반부에 영이를 찾아 헤맬 때 형광펜으로 줄 치면서 읽었습니다. 역시 작가님이 쓰시는 글은요. 뭔가 심장을 쿵 내려앉게 하는 간절함이 있어요.
1	시간가는줄 모르고 봤어요~ 너무너무 취향저격이예요!
1	여주가 백치에 엄청 답답하다고해서 몇달 동안 고민하다가 질렀는데 확실히 여주의 그런 부분은 보기 힘들었지만 여주가 백치일 수 밖에 없었던 상황이 납득되었고 좋게 보면 순수?하다고 말할 수 있겠는데 저는 여주의 노래도 노래지만 여주의 순수한 부분이 남주를 구원하고 서로 사랑했다고 생각이 들었어요 그리고 남주가 너무 제 스탈이라서 저는 호였습니다! 작가님 필력도 좋으셔서 훌훌 봤어요 여운이 깊네요 진작 읽을걸 그랬어용
1	비문이 많이 보입니다. 예를 들면 '그러다 보니'라고 시작한 문장 바로 다음에 오는 문장도 '그러다 보니'로 시작하는 식으로요. 그렇지만 그런 문장력과는 별개로 나름 재밌게 읽기는 했습니다. 좋아하는 소재이시라면 나쁘지 않으실 듯하네요. 개인적으로 문장이 비문 없이 깔끔히 다듬어졌다면 글이 조금 더 길었더라도 재밌었을 것 같습니다.
1	웹툰보고 뒷내용 넘 궁금해서 글보러 왔어요! 현란궁에서 일어나는 꿀잼에필로그도 궁금해요ㅠㅠ
1	감동적이었습니다 ㅠㅠ 진짜 ㅠㅠ 헌영이가 까무러치고 시체더미 헤멜때는 저도 울었어요... 이게 웹툰화가 되어서 정말 행복해요. 잘 봤어요. 이후의 이야기를 외전으로 보고싶어요 둘이 너무 가슴아팠으니까... 행복하게 지내는 모습을 보여주세요
1	몽중연 전에 봤었고 우연히 웹툰 봤다가 소설로 보게 됐는데 너무 좋았어요 외전이나 에필로그 형식으로 짧게라도 후일담이 있었으면 좋았겠네요  해피엔딩이라 좋았지만 두 주인공들 삶이 너무너무 아프네요   분량이 더 있었으면 더 섬세하게 내용이 풀렸을 것 같은데 그게 쪼끔 아쉬웠어요 몽중연하고는 또다른 동양풍 로설이었어요 잘 읽었습니다~
0	집착 얀데레 남주 좋아여!
1	너무 슬프고 아련하죠.. 이건 몇번의 재탕을 할때 마다 눈물이 계속 흐르네요.  글빨 그런거로 혹하는게 아닌 가슴을 두드리는 거  같아요.
1	몽중연 읽은 후 읽게 되었는데, 고급스럽고 몽환적인 궁중로맨스는 작가님이 제일 잘쓰시는 것 같습니다.
1	와 한권짜리인데 이런 짜임새라니! 생각지도 못하게 펑펑 울었어요. 이 세상 것이 아닌듯한 애절하고 절절한 이야기를 설득력 있게 펼치는 필력이 대단하시네요. 평소라면 개인적으로 그다지 선호하지 않는 소재들인데 전혀 거부감 없이, 오히려 완전 몰입해서 한순간에 읽었어요. 작가님 다른 작품도 읽고 앞으로도 따라 다니려구요! 글고 아쉬워도 이건 외전이 없는게 더 여운으로 남을거 같아서 지금의 마무리가 딱 좋다고 생각합니다.
1	급작스럽게 끝난 느낌.  재밌어요
1	저는 소설속에선 좀 바보같은 주체성없는 소극적인 여자 너무 너무 취향입니다  반대가 끌리는가 봐요
1	개 미 쳤 다 존잼....다정남ㅠㅠㅠㅠㅠㅠㅠㅠㅠ
1	재미있네요 좀더길었음 더 좋았겠다 생각했어요
1	웹툰 먼저 보고, 궁금해서 구매해서 읽었습니다. 두사람의 사랑이 눈물겹네요. 막판에 남주에 동화되서 너무 슬펐어요. 행복해진 두사람을 좀더 보고 싶어요. 외전이 시급합니다.
1	서사로맨스네요~~  야하기도하지만 내용이 있어서 좋아요
1	오열하면서 읽었습니다 ㅠㅠ 이건 사야합니다. 리디북스에서 이런 수작 만나기 쉽지 않아요. 오늘 보석같은 작가님 만나게 되서 너무 기쁩니다.
1	외전이 좀 더 있었으면 하는 아쉬움이 남습니다. 그래도 잘 읽었습니다.
0	울면서 볼 정도는 아닌데..너무 뻔한 이야기네요..그래도 술술 잘 읽혀서 끝까지 봤어요 무난합니다
1	울면서 볼 정도는 아니구요. 잘 읽히네요
1	펑펑 울면서 봤네요 너무너무 잼있습니다!!
1	정말 최고다  로태기인 나에게 다시 리디북스 캐쉬충전하게 해준 그런 책  종이책으로 소장하고 싶다 ㅠ  몽중연도 진짜 잼있게 봤는데 에이비님 리디에 손꼽히는 작가님  어쩜 이렇게 사람을 휘말리게 글을 쓰시는지  읽는 내내 감복했음
1	얼마나 재미있는지 모릅니다 강추대박
1	가만가만 다정하고 소중하게 대하는 높임말에서 벌써 힐링돼요.  그렇게 귀하게 높여주는 남자의 말투를 안 좋아할수 있겟어요. 불길하다는 쌍둥이가 아니라도 현실에서도 억압받고 강요받고 학대받으며 세뇌되어 그것을 깨지 못하거나 뭐가 잘못된건지 깨닫지도 못하는 일은 일어나잖아요. 그런 주인공들이 서로의 사랑으로 깨고 나오는데 뿌듯하고 시원하네요.  주인공들이 가면이나 산속에서 죽는 순간까지 모르고 이용만 당하고 살지 않고 서로를 만나 구원받아 뭉클해요.  서로에게 반하며 애틋해하는 사랑하는 모습, 세상에 오직 둘만이 필요한 삐뚤어져서 오히려 올곧은 한쌍이라 좋아요.  자신을 떠나지못하게 날개를 잘라버릴수도 있는 남자와 그 없인 살고 싶지 않은 여자의 애틋함이 좋아요.
1	아름답고 무섭습니다. 작가님이 글을 잘 쓰시네요.
1	사헌영 최고네 작가님 사랑합니다
1	외전 내주셔야죠   외전안써주시는건 신종 고문입니다ㅜㅜㅜㅜ 외전~~외전~~
1	마지막 엔딩이 짧아서 아쉬운데 반면 아쉬울 만큼 제때 끝내신것 같아요 구구절절 더 나왔으면 감흥 깨졌을수도! 예측 가능한 얘기였지만 글빨 너무 좋으셔서 내내 몰입해서 봤습니다 재탕도 여러번 하네요 초반에 씬이 좀 많이 나오는게 살짝 옥의 티인데 후반은 스토리 위주인지라..... 짥고 굵어요 아주 재밌었습니다
1	흑...웹툰 나온김에 생각나서 다시봤는뎅 다시보면서 울면서 봤습니다...띵작..흑흑..
1	웹툰보다 원작이 궁금해서 봤는데...씬이 좀 너무 과하네요ㅎㅎ 내용은 재미있네요
1	너무 재밌어요ㅠㅠㅠ둘 다 안쓰러움
1	웹툰으로 먼저 접하고 책을 읽었는데...소설이 더 좋네요~전 너무 좋게봤어요~서로가 서로의 상처를 치유해주고 서로만 바로보는...전 이런게 너무 좋아요^^ 웹툰도 19로 소장하고있어용^^
1	솔직히 뻔한데 글을 잘 쓰십니다. 막힘 없이 술술 읽히는 편이고요 쓸데없는 묘사나 지루한 설명 부분 없이 잘 읽게 됩니다. 끌 쓰시는게 좀 수준급인것 같음
1	에이비 작가의 몽중연을 매우 재미있게 읽고 전작을 찾다가 이 작품을 읽게 되었는데 몽중연 급의 수작은 아니고 평타 이상은 되는 것 같아요. 플롯과 설정은 클리쉐에 가까운 철가면이라서 새롭진 않았고 남주도 클리쉐 범주에서 그다지 벗어나지 않은 듯 합니다. 백치에 가까운 걸로 설정된 여주 캐릭이 오히려 흥미 있었어요. 너무 순진무구하고 어린애 같아서 갑갑한 면도 없진 않았는데 그런 솔직 담백함이 가진 힘이 스토리를 이끌고 가서 신선했습니다.
1	잘봤습니다 ~~~~~
1	아~~~ 외전이 기다려지네요~ 이렇게 마감하니다니 넘 서운해요~  ㅠ.ㅜ
-1	웹툰까지 나와서 봤는데 실망... 기승전씬에... 여주가 매력이 없어요 ㅠㅜ 그냥 모자란 여자 같아요
1	뭔가 좀 아쉽네요 ^^
1	오래전에 읽었던 책인데 이번에 웹툰나오면서 다시 읽었네요 서로 끔찍히 사랑하는 모습이 참 좋았어요 서로가 세상인 사람들 행복할것 같아요
1	아픈 상처를 가지고 살아온 두사람. 상처가 많기 때문에 서로의 상처를 보듬어줄 수 있었다 중후반부로 갈수록 너무 불쌍하고 원통해서 눈물흘리면서 읽었는데 좀더 길었으면 좋았을 것 같다는 살짝 아쉬움이 듦 여주는 백치미라기보다는 세상과의 접촉이 없게 살아서(정상적인 배움이나 타인과 대화할 기회) 상태가 그런 것 같음 가슴아파도 애틋하고 절절한 사랑이란 게 이런걸까 느낄 수 있었던 소설. 외전이 시급, 두 사람 모두 행복했으면 좋겠다
1	"행복하게 잘 살고있는 ""외전"" 보고싶어요..ㅠㅈㅠ"
1	웹툰이 원작의 이미지를 마이너스시키는듯.ㅠㅠ
1	재미있게 읽었어요 마무리가 열린 결말?인것 같아 아쉬워요 태자비두 무섭고 ㅋㅋ
1	최고...그저 빛.......문체가 너무 좋구요....진짜 와 남주 너무 다정집착집요직진남 너무 좋고...쌍방구원 최고.....
1	스토리는 예측할수 있는데, 문장력이 좋아요. 잔잔히 읽고 즐거운 작품.
1	몽중연에 푹 빠져 읽은 입장에선 뭔가 미완성인듯 살짝 아쉽네요
1	하ㅜㅠ 외전이 필요해요ㅜㅠ 중후반부 이후부터는 계속 울면서 봤어요ㅠ 진짜 절절한 사랑입니다ㅜ
1	너무 재미있게 봤어요ㅎㅎ
1	진짜 절절하다. 외전 나와서 사이다로 둘이 행복하게 사는 거 보고 싶어요
1	남주의 사랑이 너무 멋져요ㅜ
1	남주..멋있음...여주도 귀여움..
1	최고의 작품 갓에이비
1	재밌게 잘 봤어요!
-1	몽중연보다는 별로...ㅠㅜ 제취향이 아니네요
1	간만에 재밌게 봤어요
1	슬퍼서 눈물 났어요ㅠ 좀더 길었음 좋았을꺼 같아요 행복한 얘기 더더 써주세요
-1	제 취향은 아니라서 다 못읽었어요
1	여주가 백치라는 리뷰땜에 걱정했는데 제생각은 백치는 아무것도 모르는게 백치고 영영은 산에 갇혀 살아서 세상물정을 모를뿐 사람들 내면을 보는 말간 영혼의 소유자였어요. 쌍생아로 태어났는데 도깨비알이라고 친모인 황후가 자기 자식을 거부하고 쌍생아중 한명만 사랑해서 태자가 되게하고 그 포악한 태자가 도깨비가면을 쓰게 하고 황제도 보호해 주지 않아 도깨비가면을 쓰고서 사람답게 살지 못하던 황자 사헌영이 신녀 영영을 보자마자 사랑에 빠져버리는건 오히려 이해가 가네요 보통의 완벽한 해피엔딩은 아니지만 두사람에게겐 가장 완벽한 해피엔딩이라고 생각해요 가볍지 않은 책이에요
1	남주 넘 다정하심 !! 여주는 좀 백치기는 한데..  둘이 알콩달콩 더 들어주는 외전이 있길  ㅠㅠ
1	재밌어요ㅠㅜ! 이렇게 보내기에 너무 아쉬워서 외전 있으면 좋을 것 같아요ㅠㅠㅠ
-1	좀 어두운 스토리~ 그리고 여주가 백치의 극치입니다.진짜 난 아무것도 몰라요. 하는 여주가 남주와의 씬의 아무렇지 않게 한다는게 좀 거시기 하네요. 읽으면서도 거시기했네요.
0	재미있게읽었으나 별점이 많이 높아요.
1	달달하니 재밌습니다ㅎㅎ
1	묵혀뒀었는데 읽어보니 재밌네요
0	리뷰가 좋아서 기대하고봤는데 좀 지루했어요.. 제목도 그렇고 신녀이야기, 궁중로맨스라서 뭔가 사건을 기대했는데 씬만 계속나오고 딱히 긴장감있는 내용은 아니었던것같아요..
1	너무 재밌게 잘 봤는데 저는 읽다가 2권으로 넘어갈줄 알았는데 끝이라그래서 읭 했어요 재밌긴 재밌어요! 백치같으면서도 직관적으로 세상을 보는 여주 좋았어요. 떡밥이 안풀린 감이 있어서 아쉽네요. 아마 의도하신것같지만?
1	작가님 필력 굿이고,은근 슬픕니다.쌍방구원물이라 할수있는데,여주가 백치라 오히려 도깨비 취급받는 남주를 진정 사랑으로 구원해줍니다.물론 남주가 여주를 구원해주는건 말할거 없구요.단지 처음 남주가 여주를 처음보고 너무 금사빠인게 개연성이 떨어지긴한데 이건 로설의 기본 정석이니 넘어가고 나머지 스토리나 씬이나 모두 좋습니다
1	제목대로네요. 상냥한 도깨비의 새
1	현영의 사랑이 애절해요
1	아우 보다가 눈물이 ㅠㅠ 너무 좋아요. 소장하길 잘한듯 또 봐야지 ㅠㅠ 아직도 여운이 남아요
1	아!!!내가 이책을 대여로 봤다는게 내 손목을... 다읽고 소장하려 구매합니다
1	흑흑ㅠㅠ짧아요 ㅠㅠ다음 내용이 너무 궁금해요!! 넘 재밌습니다
1	이 두사람의 미래는 아직 헤쳐가야할 일들이...그들은 아직 해피앤딩이 아님ㅈ을
1	도깨비헌영과 그의 새, 영영~쌍방 구원의 슬프지만 아름다운 사랑이야기
-1	여주가 너무 아가라서 몰입이 안되네요ㅠㅠ
1	후기가 극과 극이라 걱정하며 읽었는데, 저는 너무 좋았어요. 일견 수동적으로 보이지만 알고보면 대체불가st여주 좋아해서 만족스러웠네요. 걸크러쉬 스타일보다 이런 분위기를 더 좋아하는데 요샌 잘안보여서ㅠㅠ 두고두고 아껴볼듯해요. 남주도 멋있고 스토리도 좋았어요. 한권이란게 아쉬웠네요.
1	재미있었어요 결말도 깔끔해서 괜찮았어요
1	진짜 재미있어요 명작입니다 고민하시고 있다면 구매하세요 ... 리뷰를 보다보면 여주에 대한 말이 많아서 걱정을 했는데 여주의 순수함은 이글에서 아주 중요해요 사람답지 못하게 그동안 살아오면서 배우지 못하고 학대만 당하는데 그러다 보니 일명 백치미가 있는데 그것은 여주의 잘못이 아니며 그렇기 때문에 남들과 다르게 순수함이 있기 때문에 그 순수함으로 남주를 구원할 수 있어요 남들과 다른 시선으로 남주를 봐주기 때문에 ‘구원’이 가능한 것이기 때문에 이글에서 여주의 순수함은 굉장히 중요한 부분으로 작용해요 그래서 보는 내내 거슬리는 점이 없었어요 오히려 사랑스럽다 용기있다 현명하다 민폐가 아니라 무엇하나 남주에게 필요한 사람이다 라고 느낄 수 있었어요 오히려 여주가 남들처럼 살았고 지성미가 넘쳤다면 이이야기는 나오지 않았을 것 같아요 그리고 그런 감동도 없었고 저는 너무 재미있게 읽었어요   그리고 결말에 대한 이야기도 많아서 걱정을 했는데 딱 깔끔하게 질척거리지 않고 잘 끝난 것 같아요 그러다 보니 더 많이 생각하게 되고요 구매 망설이지 마시고 동양풍 좋아하면 꼭 봐보세요
0	리뷰들이 극과 극인데 저는 그래도 중간점수를 주고싶습니다.여주가 수동적이라기보다는 자라온 환경상 그렇게밖에 클 수 없었고 남주는 꽤 돌+I라서 여주가 남주없으면 일상생활이 안되는?그렇게 되네요.씬은 적당히 있고 분위기자체를 야하게 묘사하셔서 그런지 찰지다라는 느낌은 없습니다.굉장히 오묘한 보랗빛과 빨강이 섞인 느낌의 소설이라보면 될 것 같습니다.
0	여주가 완전 갓난아기임ㅋㅋㅋㅋㅋㅋㅋ 아무것도 안하는데 말그대로 정말 아무것도 안해서 민폐끼치는 고구마 짓은 안한다는 의외의 장점은 있음ㅋ 그리고 남주는.. 대사가 너무 오글거려요.. 진짜 소재가 아까울 뿐...
1	엉엉 울엇네요 외전주세요ㅜㅜ
-1	백치여주가 반전없이 끝까지 백치네요. 백치여주를 좋아하진 않는데 그것과 별개로 그냥 별로 재미없어요. 별 하나 줄 만큼 쓰레기는 아니고 평범하게 흥미를 끌지 못 합니다.
-1	별점도 높고 신녀라는 독특한 설정이라 기대했는데, 백치에 가까운 여주에 스토리 전개도 그닥이고, 씬도 반복되고 보다가 지루해서 덮습니다.ㅠ.ㅠ
1	너무 재미있어서 손을 놓을 수 없어요...강추입니다 ~
1	엔딩이 슬펐어요. 세상과 교류 할 수 없었던 여주의 백치미도  이해가 되고 남주의 마음도 이해가 되어 너무  아프고 슬펐네요. 아이라도 있는 엔딩이었으면 참 좋았을텐데 참 씬도 좋고 스토리 역시 탄탄해서 좋았어요.
-1	음~~잘 모르겠어요 여주가 맹해요
1	구매한지는 오래되었는데 작가님 작품이 처음이라 손이 안가서 읽지 않고있었는데 진작 읽을껄 후회를 읽는내내 하고있었네요ㅠㅠ 너무나 잔잔하면서 가슴아파 눈물이 찔끔찔끔~~ 헌영이 도깨비로 살아야하는 이유가 너무나 슬프고 안타깝고 가슴이아파요~~ 영영이 죽은줄알고 정말 도깨비가 되려는 헌영의 맘도 알겠고요 오랫만에 가슴울리는 멋진 글을 볼수가있어서 너무나 즐거웠습니다. 작가님 다른 작품도 또 읽어봐야겠어요~~ㅎㅎ
1	글쎄요 생각보다 짧네요~
1	잔잔하고 애잔한 내용 입니다. 해피엔딩 이긴한데 좀 슬펐어요. 극적인 전개는 없지만 그래서 개인적으로는 취향에 맞았어요. 정말 서로만 보는 남주여주의 모습이 예뻤어요.
1	짧지만 마무리도 좋고, 읽을만했어요. 여주 한정 찐집착남도 좋았고요.. 장편이 아니지만 내용이 부실하단 생각이 들지않아서 더 맘에드네요. 요즘은 로태기라 그런지 긴글은 끝까지 못 보겠더라구요. 쉬는날 부담없이 읽기 좋았어요.
1	저는 백치 여주 좋아해서 좋았습니다^^ 백치에도 답답하고 멍청한 느낌이 있고 딱 순진무구하고 깔끔한? 이야기에 알맞는 , 딱 제가 기대하는 느낌이 있는데 후자여서 좋았습니다~!  남주가 지멋대로긴 하지만 여주에 너무 빠져서 어쩔수없는거라 .., 머 봐줍니다.., 존댓말 깍듯한것도 너무 좋았어요  백치여주+입에 걸레문 새끼 조합은 진짜 거지같거든요.., 단권으로 뽑을 수있는 모든 이야기 뽑았다고 생각 합니다 ! 저는 왕만족 bbb 씬도 적절하게 있어서 좋앗어요~
0	괜찮긴 한데 좀 지루한 감이 있어요
1	타인은 애미애비조차 사람으로 안보고 여주만을 맹목적으로 사랑하는 인간성을 버린 남주 너무 좋네요  저는 완벽한 해피엔딩이라고 생각했는데 다들 메리배드로 보는것 같아서 머쓱^^...
0	여주가 가진 능력을  좀 활용해서 사건을 전개했다면 조금 긴장감도 있었을 것 같은데. .. 작가가 원하는 의도가 있을꺼니... 작가는 우울한 해피엔딩를 원한것 같은데..
1	백치미 여주 때문에 망설였는데 읽다보니 그상황이 어느정돈 이해가 되더라구요.. 작가님 글 처음인데 필력이 좋으세요~
1	ㅜㅜㅜㅜ 해피엔딩인데 해피엔딩이 아닌거 같은 이 기분 ㅠㅠㅠ외전이 꼭 필요 합니다!!!! 외전 주세요ㅠㅠ
1	에이비님 작품은 다다른거같으면서도 남주가 여주에게 몰입하는건 똑같네요.이런 남주 좋아요.
1	잘읽었어요 너무재밌어요!
1	다읽고 마지막에 '우아한 공작님의 조교법' 뜨고나서야 알았어요 같은 작가님이셨네요!! 너무 재밌게읽은 기억이있는데 이 작가님 글잘쓰시는구나
1	말이 필요없어요. 최고
1	진짜 대박이라는 말 밖에는,..
1	몽중연보다가 연재에 애타서 잠깐 여기로 넘어왔는데 와....ㅠㅠㅠㅠ하루를 잠 못자고 ㅠㅠ댓글들이 말하는게 뭔지 아주 잘 알겠어요 ㅠㅠㅠ 해피엔딩인데 마지막까지 먹먹한기분 ㅠㅠ작가님 외전 써주세요 외전 ㅠㅠ 진짜 여기서 업그레이드 된 게 몽중연...작가님 새해 복 많이받으세요
1	해피엔딩인데 애절하네요 .. 다들 똑같은 말 하길래 그게 가능한가..? 싶었는데 가능하네요 ㅜㅜ 외전이 있었으면 좋겠어요 ㅠㅠ 둘 다 파워 해피했으면 .... + 마지막까지 여주의 능력이 어디서 어떻게 기인한 것인지 왜 죽음을 보고 느끼는지에 대한 서술이 없어서 아쉬웠어요.ㅠㅠ 시즌 2로 더 이야기를 풀어주셨으면 좋겠어요 ㅜㅜ!!!
1	재미있게 잘 봤어요
1	꽉찬 글의 짜임새에 놀랐습니다.  그러나 비가 황후에게 죽도록 아무런 대책이 없었다는 건.  좀 비틈같아요. 하지만 너무나 멋진 얘기였습니다.
1	어느분 댓글처럼 비극은 아닌데 결말이 이상하게 애잔하네요...잘 읽었습니다.
1	해피엔딩인것 같은데 슬프네요. 잘 읽었습니다
1	잘 쓰셨네요... 남주가 그러니까 첫눈에 반한거죠? 이렇게까지 급절절할 이유는 잘 모르겠지만 재미는 있어요. 달달한 외전이 더 있었으면 좋겠네요.
